ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Reference #;Manufacturer;Quantity;Minimal quantity;Visibility;Short description;Description;Tags (x,y,z...);Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Show price (0 = No, 1 = Yes);Condition
126;1;CARRIEL PRADA REF: 377;MALETIN;$ 24.990 ;1;$ 24.990 ;1;7,38E+12;PRADA;1;1;;Texto de muestra para describir el producto;;PRADA;Disponible;;;;NEW
127;1;BILLETERA KLEY REF OH-23;BILLETERAS;$ 29.990 ;1;$ 29.990 ;1;7,39E+12;OAKLEY;1;1;;Texto de muestra para describir el producto;;OAKLEY;Disponible;;;;NEW
128;1;BILLETERA FOX UA;BILLETERAS;$ 17.990 ;1;$ 17.990 ;1;7,39E+12;FOX;1;1;;Texto de muestra para describir el producto;;FOX;Disponible;;;;NEW
129;1;BILLETERA QS UA;BILLETERAS;$ 17.990 ;1;$ 17.990 ;1;7,39E+12;QUICKSILVER;1;1;;Texto de muestra para describir el producto;;QUICKSILVER;Disponible;;;;NEW
130;1;BILLETERA BILL REF B823;BILLETERAS;$ 29.990 ;1;$ 29.990 ;1;7,39E+12;BILLABONG;1;1;;Texto de muestra para describir el producto;;BILLABONG;Disponible;;;;NEW
131;1;BILLETERA DS ESTILOS 2012;BILLETERAS;$ 54.990 ;1;$ 54.990 ;1;7,39E+12;DIESEL;1;1;;Texto de muestra para describir el producto;;DIESEL;Disponible;;;;NEW
132;1;BILLETERA KLEY OH5001-38;BILLETERAS;$ 29.990 ;1;$ 29.990 ;1;7,39E+12;OAKLEY;1;1;;Texto de muestra para describir el producto;;OAKLEY;Disponible;;;;NEW
133;1;BILLETERA SLIK BI-EDDY VERDE;BILLETERAS;$ 25.900 ;1;$ 25.900 ;1;7,39E+12;SLIK;1;1;;Texto de muestra para describir el producto;;SLIK;Disponible;;;;NEW
134;1;BILLETERA LV SENCILLA ROJA;BILLETERAS;$ 21.990 ;1;$ 21.990 ;1;7,39E+12;LEVIS;1;1;;Texto de muestra para describir el producto;;LEVIS;Disponible;;;;NEW
135;1;PIERNERA FX REF: 680605 VERDE;ACCESORIOS;$ 29.990 ;1;$ 29.990 ;1;7,42E+12;FOX;1;1;;Texto de muestra para describir el producto;;FOX;Disponible;;;;NEW
136;1;PIERNERA VIROX 9030 NEGRA;ACCESORIOS;$ 49.990 ;1;$ 49.990 ;1;7,42E+12;VIROX;1;1;;Texto de muestra para describir el producto;;VIROX;Disponible;;;;NEW
137;1;BOLSO LC VARIOS REF: MAFF 1030;BOLSOS;$ 88.363 ;1;$ 88.363 ;1;7,43E+12;LACOSTE;1;1;;Texto de muestra para describir el producto;;LACOSTE;Disponible;;;;NEW
138;1;MORRAL FX REF: 001 NEGRO;MORRALES;$ 109.990 ;1;$ 109.990 ;1;7,48E+12;FOX;1;1;;Texto de muestra para describir el producto;;FOX;Disponible;;;;NEW
139;1;MORRAL BILL REF: 6729 RAYADO NEGRO;MORRALES;$ 69.990 ;1;$ 69.990 ;1;7,48E+12;BILLABONG;1;1;;Texto de muestra para describir el producto;;BILLABONG;Disponible;;;;NEW
140;1;MORRAL TAPOUT TP002 AZUL;MORRALES;$ 59.990 ;1;$ 59.990 ;1;7,48E+12;TAPOUT;1;1;;Texto de muestra para describir el producto;;TAPOUT;Disponible;;;;NEW
141;1;MORRAL DC 7389 NEGRO;MORRALES;$ 109.990 ;1;$ 109.990 ;1;7,48E+12;DC;1;1;;Texto de muestra para describir el producto;;DC;Disponible;;;;NEW
142;1;MORRAL VOLCOM 7587 CAFEE;MORRALES;$ 109.990 ;1;$ 109.990 ;1;7,48E+12;VOLCOM;1;1;;Texto de muestra para describir el producto;;VOLCOM;Disponible;;;;NEW
143;1;BOLSO PL DIAGONAL REF: 002;BOLSOS;$ 79.990 ;1;$ 79.990 ;1;7,61E+12;POLO RALPH LAUREN;1;1;;Texto de muestra para describir el producto;;POLO RALPH LAUREN;Disponible;;;;NEW
144;1;CARRIEL KLEY REF:907-1;MALETIN;$ 54.990 ;1;$ 54.990 ;1;7,61E+12;OAKLEY;1;1;;Texto de muestra para describir el producto;;OAKLEY;Disponible;;;;NEW
145;1;CARRIEL VICTORINOX 8201;MALETIN;$ 79.990 ;1;$ 79.990 ;1;7,61E+12;VICTORINOX;1;1;;Texto de muestra para describir el producto;;VICTORINOX;Disponible;;;;NEW
146;1;CARRIEL CAT REF: 82122 AMARILLO;MALETIN;$ 64.990 ;1;$ 64.990 ;1;7,61E+12;CAT;1;1;;Texto de muestra para describir el producto;;CAT;Disponible;;;;NEW
147;1;CARRIEL VOLUNTEER REF: 1191-06 NEGRO;MALETIN;$ 59.990 ;1;$ 59.990 ;1;7,61E+12;VOLUNTEER;1;1;;Texto de muestra para describir el producto;;VOLUNTEER;Disponible;;;;NEW
148;1;CARRIEL VICTORINOX REF : 1081;MALETIN;$ 54.990 ;1;$ 54.990 ;1;7,61E+12;VICTORINOX;1;1;;Texto de muestra para describir el producto;;VICTORINOX;Disponible;;;;NEW
149;1;CARRIEL FAMOUS 020 GRIS;MALETIN;$ 24.990 ;1;$ 24.990 ;1;7,61E+12;FAMOUS;1;1;;Texto de muestra para describir el producto;;FAMOUS;Disponible;;;;NEW
150;1;CARRIEL TUMI 6007 NEGRO;MALETIN;$ 99.990 ;1;$ 99.990 ;1;7,61E+12;TUMI;1;1;;Texto de muestra para describir el producto;;TUMI;Disponible;;;;NEW
151;1;CARRIEL VIROX 9022 GRIS;MALETIN;$ 41.990 ;1;$ 41.990 ;1;7,61E+12;VIROX;1;1;;Texto de muestra para describir el producto;;VIROX;Disponible;;;;NEW
152;1;CARRIEL LV 93224 NEGRO;MALETIN;$ 89.990 ;1;$ 89.990 ;1;7,61E+12;LEVIS;1;1;;Texto de muestra para describir el producto;;LEVIS;Disponible;;;;NEW
153;1;CARRIEL MB 1660 NEGRO;MALETIN;$ 89.990 ;1;$ 89.990 ;1;7,61E+12;MONT BLANC;1;1;;Texto de muestra para describir el producto;;MONT BLANC;Disponible;;;;NEW
154;1;CARRIEL EA 5809 NEGRO;MALETIN;$ 64.990 ;1;$ 64.990 ;1;7,61E+12;EMPORIO ARMANI;1;1;;Texto de muestra para describir el producto;;EMPORIO ARMANI;Disponible;;;;NEW
155;1;CARRIEL DEPORTIVO NK 8813 GRIS;MALETIN;$ 27.990 ;1;$ 27.990 ;1;7,61E+12;NIKE;1;1;;Texto de muestra para describir el producto;;NIKE;Disponible;;;;NEW
156;1;CARRIEL DEPORTIVO AD 8611 NEGRO;MALETIN;$ 27.990 ;1;$ 27.990 ;1;7,61E+12;ADIDAS;1;1;;Texto de muestra para describir el producto;;ADIDAS;Disponible;;;;NEW
157;1;CARRIEL U-ARMOUR 005 AZUL;MALETIN;$ 54.990 ;1;$ 54.990 ;1;7,61E+12;UNDER ARMOUR;1;1;;Texto de muestra para describir el producto;;UNDER ARMOUR;Disponible;;;;NEW
158;1;CARRIEL AE REF:253;MALETIN;$ 79.990 ;1;$ 79.990 ;1;7,61E+12;AMERICAN EAGLE;1;1;;Texto de muestra para describir el producto;;AMERICAN EAGLE;Disponible;;;;NEW
159;1;RIÑONERA PRAD REF: 306;RIÑONERAS;$ 39.990 ;1;$ 39.990 ;1;7,66E+12;PRADA;1;1;;Texto de muestra para describir el producto;;PRADA;Disponible;;;;NEW
160;1;CARRIEL PRAD REF: 6027;MALETIN;$ 31.990 ;1;$ 31.990 ;1;7,75E+12;PRADA;1;1;;Texto de muestra para describir el producto;;PRADA;Disponible;;;;NEW
161;1;RELOJ VIROX DIGITAL PU BISEL R01YSD118;RELOJES;$ 44.990 ;1;$ 44.990 ;1;7,77E+12;VIROX;1;1;;Texto de muestra para describir el producto;;VIROX;Disponible;;;;NEW
162;1;CHALECO AD 09204 NEGRO M;CHALECOS;$ 86.990 ;1;$ 86.990 ;1;7,80E+12;ADIDAS;1;1;;Texto de muestra para describir el producto;;ADIDAS;Disponible;;;;NEW
163;1;BOLSO LC REF: 6231;BOLSOS;$ 49.990 ;1;$ 49.990 ;1;7,82E+12;LACOSTE;1;1;;Texto de muestra para describir el producto;;LACOSTE;Disponible;;;;NEW
164;1;CHAQUETA NK 028;CHAQUETAS;$ 89.990 ;1;$ 89.990 ;1;7,82E+12;NIKE;1;1;;Texto de muestra para describir el producto;;NIKE;Disponible;;;;NEW
165;1;CHAQUETA EA 035 NEGRA TALLA XXL;CHAQUETAS;$ 64.990 ;1;$ 64.990 ;1;7,82E+12;EMPORIO ARMANI;1;1;;Texto de muestra para describir el producto;;EMPORIO ARMANI;Disponible;;;;NEW
166;1;CHAQUETA AD REF T103 GRIS TALLA XXL;CHAQUETAS;$ 89.990 ;1;$ 89.990 ;1;7,82E+12;ADIDAS;1;1;;Texto de muestra para describir el producto;;ADIDAS;Disponible;;;;NEW
167;1;CHAQUETA CK QF-5018 NEGRA M;CHAQUETAS;$ 89.990 ;1;$ 89.990 ;1;7,82E+12;CALVIN KLEIN;1;1;;Texto de muestra para describir el producto;;CALVIN KLEIN;Disponible;;;;NEW
168;1;CHAQUETA G-STAR 2018 NEGRO TALLA L;CHAQUETAS;$ 114.990 ;1;$ 114.990 ;1;7,82E+12;G-STAR;1;1;;Texto de muestra para describir el producto;;G-STAR;Disponible;;;;NEW
169;1;CHAQUETA WOLAIER 1257 NEGRA L;CHAQUETAS;$ 149.990 ;1;$ 149.990 ;1;7,82E+12;WOLAIER;1;1;;Texto de muestra para describir el producto;;WOLAIER;Disponible;;;;NEW
170;1;BUSO KP SUDAFRICA 031;BUSO;$ 39.990 ;1;$ 39.990 ;1;7,83E+12;KAPPA;1;1;;Texto de muestra para describir el producto;;KAPPA;Disponible;;;;NEW
171;1;CHAQUETA DUHAN YAMAHA;CHAQUETAS;$ 299.990 ;1;$ 299.990 ;1;7,84E+12;YAMAHA;1;1;;Texto de muestra para describir el producto;;YAMAHA;Disponible;;;;NEW
172;1;CARRIEL MB REF:98801-2;MALETIN;$ 95.000 ;1;$ 95.000 ;1;7,86E+12;MONT BLANC;1;1;;Texto de muestra para describir el producto;;MONT BLANC;Disponible;;;;NEW
173;1;RIÑONERA NK REF: 201;RIÑONERAS;$ 26.990 ;1;$ 26.990 ;1;7,87E+12;NIKE;1;1;;Texto de muestra para describir el producto;;NIKE;Disponible;;;;NEW
174;1;RINONERA VIROX REF: 8262 NEGRO;RIÑONERAS;$ 29.990 ;1;$ 29.990 ;1;7,87E+12;VIROX;1;1;;Texto de muestra para describir el producto;;VIROX;Disponible;;;;NEW
175;1;RINONERA CAT REF: 87506 GRIS;RIÑONERAS;$ 64.990 ;1;$ 64.990 ;1;7,87E+12;CAT;1;1;;Texto de muestra para describir el producto;;CAT;Disponible;;;;NEW
176;1;RINONERA SWISS-A REF: 2458;RIÑONERAS;$ 54.990 ;1;$ 54.990 ;1;7,87E+12;SWISSARMY;1;1;;Texto de muestra para describir el producto;;SWISSARMY;Disponible;;;;NEW
177;1;RINONERA KLEY REF 838;RIÑONERAS;$ 44.990 ;1;$ 44.990 ;1;7,87E+12;OAKLEY;1;1;;Texto de muestra para describir el producto;;OAKLEY;Disponible;;;;NEW
178;1;RINONERA U-ARMOUR 001 NEGRO;RIÑONERAS;$ 47.990 ;1;$ 47.990 ;1;7,87E+12;UNDER ARMOUR;1;1;;Texto de muestra para describir el producto;;UNDER ARMOUR;Disponible;;;;NEW
179;1;RINONERA VIROX 16478 VERDE;RIÑONERAS;$ 37.990 ;1;$ 37.990 ;1;7,87E+12;VIROX;1;1;;Texto de muestra para describir el producto;;VIROX;Disponible;;;;NEW
180;1;RIÑONERA AD REF:207;RIÑONERAS;$ 24.990 ;1;$ 24.990 ;1;7,87E+12;ADIDAS;1;1;;Texto de muestra para describir el producto;;ADIDAS;Disponible;;;;NEW
181;1;MANOS LIBRES CAT REF: 01;MALETIN;$ 55.000 ;1;$ 55.000 ;1;7,88E+12;CAT;1;1;;Texto de muestra para describir el producto;;CAT;Disponible;;;;NEW
182;1;BUSO EA J-01NG NEGRO TALLA M;BUSO;$ 61.990 ;1;$ 61.990 ;1;7,91E+12;EMPORIO ARMANI;1;1;;Texto de muestra para describir el producto;;EMPORIO ARMANI;Disponible;;;;NEW
183;1;BUSO LAMBORGHINI L601 NEGRO TALLA M;BUSO;$ 89.990 ;1;$ 89.990 ;1;7,91E+12;LAMBORGHINI;1;1;;Texto de muestra para describir el producto;;LAMBORGHINI;Disponible;;;;NEW
184;1;BUSO LAMBORGHINI L601 NEGRO TALLA XL;BUSO;$ 89.990 ;1;$ 89.990 ;1;7,91E+12;LAMBORGHINI;1;1;;Texto de muestra para describir el producto;;LAMBORGHINI;Disponible;;;;NEW
185;1;BUSO A F REF 6147 AMARILLO TALLA L;BUSO;$ 84.990 ;1;$ 84.990 ;1;7,91E+12;ABERCROMBIE;1;1;;Texto de muestra para describir el producto;;ABERCROMBIE;Disponible;;;;NEW
186;1;BUSO PL FR002 AZUL OSC TALLA XXL;BUSO;$ 89.990 ;1;$ 89.990 ;1;7,91E+12;POLO RALPH LAUREN;1;1;;Texto de muestra para describir el producto;;POLO RALPH LAUREN;Disponible;;;;NEW
187;1;BUSO KLEY REF: JDP-1551 GRIS TALLA L;BUSO;$ 68.000 ;1;$ 68.000 ;1;7,91E+12;OAKLEY;1;1;;Texto de muestra para describir el producto;;OAKLEY;Disponible;;;;NEW
188;1;BUSO G-STAR 028 BLANCO TALLA  XXL;BUSO;$ 89.990 ;1;$ 89.990 ;1;7,91E+12;G-STAR;1;1;;Texto de muestra para describir el producto;;G-STAR;Disponible;;;;NEW
189;1;BUSO FX CH001 VERDE XL;BUSO;$ 79.990 ;1;$ 79.990 ;1;7,91E+12;FOX;1;1;;Texto de muestra para describir el producto;;FOX;Disponible;;;;NEW
190;1;BUSO REAL 1010 S;BUSO;$ 144.990 ;1;$ 144.990 ;1;7,91E+12;REAL;1;1;;Texto de muestra para describir el producto;;REAL;Disponible;;;;NEW
191;1;CARRIEL SWISS-A REF:221;MALETIN;$ 51.990 ;1;$ 51.990 ;1;7,93E+12;SWISSARMY;1;1;;Texto de muestra para describir el producto;;SWISSARMY;Disponible;;;;NEW
192;1;BOLSO SWISS-A REF: 204;BOLSOS;$ 79.990 ;1;$ 79.990 ;1;7,93E+12;SWISSARMY;1;1;;Texto de muestra para describir el producto;;SWISSARMY;Disponible;;;;NEW
193;1;BOLSO MB REF: 096 CAFEE;BOLSOS;$ 39.990 ;1;$ 39.990 ;1;7,93E+12;MONT BLANC;1;1;;Texto de muestra para describir el producto;;MONT BLANC;Disponible;;;;NEW
194;1;BOLSO FX ESTAM. REF: 642;BOLSOS;$ 44.990 ;1;$ 44.990 ;1;7,93E+12;FOX;1;1;;Texto de muestra para describir el producto;;FOX;Disponible;;;;NEW
195;1;BOLSO DEPORTIVO NK REF 8690 VERDE;BOLSOS;$ 26.990 ;1;$ 26.990 ;1;7,93E+12;NIKE;1;1;;Texto de muestra para describir el producto;;NIKE;Disponible;;;;NEW
196;1;BOLSO DEPORTIVO AD REF 8335 AZUL OSC;BOLSOS;$ 26.990 ;1;$ 26.990 ;1;7,93E+12;ADIDAS;1;1;;Texto de muestra para describir el producto;;ADIDAS;Disponible;;;;NEW
197;1;BOLSO CH LCH-01;BOLSOS;$ 49.990 ;1;$ 49.990 ;1;7,93E+12;CAROLINA HERRERA;1;1;;Texto de muestra para describir el producto;;CAROLINA HERRERA;Disponible;;;;NEW
198;1;BOLSO CH LG-104;BOLSOS;$ 69.990 ;1;$ 69.990 ;1;7,93E+12;CAROLINA HERRERA;1;1;;Texto de muestra para describir el producto;;CAROLINA HERRERA;Disponible;;;;NEW
199;1;BOLSO CH L3837;BOLSOS;$ 69.990 ;1;$ 69.990 ;1;7,93E+12;CAROLINA HERRERA;1;1;;Texto de muestra para describir el producto;;CAROLINA HERRERA;Disponible;;;;NEW
200;1;BOLSO HB1933;BOLSOS;$ 65.990 ;1;$ 65.990 ;1;7,93E+12;HUGO BOSS;1;1;;Texto de muestra para describir el producto;;HUGO BOSS;Disponible;;;;NEW
201;1;BOLSO LS-149AB;BOLSOS;$ 54.990 ;1;$ 54.990 ;1;7,93E+12;LACOSTE;1;1;;Texto de muestra para describir el producto;;LACOSTE;Disponible;;;;NEW
202;1;BOLSO LUIVICTON CH LS-175AC;BOLSOS;$ 174.990 ;1;$ 174.990 ;1;7,93E+12;LOUIS VUITON;1;1;;Texto de muestra para describir el producto;;LOUIS VUITON;Disponible;;;;NEW
203;1;CHAQUETA PM REF:1088;CHAQUETAS;$ 89.990 ;1;$ 89.990 ;1;7,93E+12;PUMA;1;1;;Texto de muestra para describir el producto;;PUMA;Disponible;;;;NEW
204;1;BUSO HL REF: 6140;BUSO;$ 84.990 ;1;$ 84.990 ;1;7,93E+12;HOLLISTER;1;1;;Texto de muestra para describir el producto;;HOLLISTER;Disponible;;;;NEW
205;1;CARRIEL FX ROCKSTAR REF: LD51 NEGRO;MALETIN;$ 54.990 ;1;$ 54.990 ;1;7,61E+15;FOX;1;1;;Texto de muestra para describir el producto;;FOX;Disponible;;;;NEW
206;1;RINONERA KLEY REF: RB60K VERDE;RIÑONERAS;$ 54.990 ;1;$ 54.990 ;1;7,87E+15;OAKLEY;1;1;;Texto de muestra para describir el producto;;OAKLEY;Disponible;;;;NEW
207;1;BOXER D G MALLA TALLA XL-BLANCO;BOXER;$ 17.990 ;1;$ 17.990 ;1;7.10E+12;DOLCE GABANNA;1;1;;Texto de muestra para describir el producto;;DOLCE GABANNA;Disponible;;;;NEW
